Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic
IA,Stratford city,0.992,0,0,0,0.013
IA,Strawberry Point city,0.987,0.002,0.001,0,0.009
IA,Struble city,0.846,0,0,0,0.141
IA,Stuart city,0.971,0.004,0.002,0.002,0.025
IA,Sully city,0.996,0.002,0,0.001,0.002
IA,Sumner city,0.985,0,0,0.008,0.007
IA,Sun Valley Lake CDP,1,0,0,0,0
IA,Superior city,0.992,0,0,0,0.015
IA,Sutherland city,0.988,0.002,0.006,0,0.006
IA,Swaledale city,0.976,0,0,0,0.03
IA,Swan city,0.931,0.042,0,0,0.042
IA,Swea City city,0.985,0.009,0,0,0.006
IA,Swisher city,0.978,0.008,0.001,0.006,0.01
IA,Tabor city,0.985,0.007,0,0.003,0.02
IA,Tama city,0.784,0.005,0.058,0.003,0.236
IA,Templeton city,0.986,0.011,0,0.003,0.003
IA,Tennant city,1,0,0,0,0
IA,Terril city,0.948,0.005,0,0.011,0.022
IA,Thayer city,1,0,0,0,0
IA,Thompson city,0.976,0,0,0.01,0.01
IA,Thor city,0.962,0,0,0.011,0.032
IA,Thornburg city,1,0,0,0,0.015
IA,Thornton city,0.986,0.005,0,0,0.007
IA,Thurman city,0.974,0.004,0.022,0,0.017
IA,Tiffin city,0.92,0.025,0.003,0.016,0.036
IA,Tingley city,1,0,0,0,0.005
IA,Tipton city,0.979,0.003,0.002,0.003,0.014
IA,Titonka city,0.987,0,0.002,0,0.015
IA,Toeterville CDP,1,0,0,0,0
IA,Toledo city,0.835,0.011,0.058,0.006,0.114
IA,Toronto city,0.976,0.024,0,0,0.024
IA,Traer city,0.98,0.002,0.002,0.004,0.008
IA,Treynor city,0.999,0.001,0,0,0.001
IA,Tripoli city,0.982,0.002,0,0.003,0.011
IA,Truesdale city,0.988,0.012,0,0,0.012
IA,Truro city,0.984,0,0.004,0.004,0.002
IA,Turin city,0.971,0.029,0,0,0
IA,Twin Lakes CDP,0.997,0,0,0.003,0
IA,Udell city,0.957,0,0,0,0.021
IA,Underwood city,0.978,0.009,0.001,0.002,0.013
IA,Union city,0.96,0.005,0.003,0.003,0.03
IA,Unionville city,1,0,0,0,0.039
IA,University Heights city,0.935,0.01,0,0.033,0.028
IA,University Park city,0.961,0,0.018,0.014,0.008
IA,Urbana city,0.975,0.003,0,0.003,0.01
IA,Urbandale city,0.911,0.028,0.001,0.035,0.031
IA,Ute city,0.987,0.003,0.005,0,0.008
IA,Vail city,0.892,0.007,0.009,0,0.124
IA,Valeria city,0.965,0.035,0,0,0
IA,Van Horne city,0.99,0,0.003,0.001,0.009
IA,Van Meter city,0.979,0.002,0.002,0.006,0.006
IA,Van Wert city,0.961,0,0.022,0,0.013
IA,Varina city,0.972,0.028,0,0,0.07
IA,Ventura city,0.983,0,0,0.006,0.013
IA,Victor city,0.981,0.001,0,0.003,0.017
IA,Villisca city,0.974,0.002,0.009,0.002,0.03
IA,Vincent city,0.943,0,0,0.006,0.063
IA,Vining city,0.9,0,0.1,0,0
IA,Vinton city,0.978,0.003,0.002,0.003,0.01
IA,Volga city,0.971,0,0,0,0.014
IA,Wadena city,0.992,0,0,0,0.008
IA,Wahpeton city,0.985,0.006,0,0.003,0.003
IA,Walcott city,0.975,0.002,0.002,0.003,0.025
IA,Walford city,0.986,0.001,0.001,0.003,0.006
IA,Walker city,0.98,0.003,0.004,0,0.01
IA,Wallingford city,0.995,0.005,0,0,0.005
IA,Wall Lake city,0.998,0,0,0.001,0.001
IA,Walnut city,0.969,0.01,0,0.008,0.014
IA,Wapello city,0.942,0.005,0.002,0.001,0.082
IA,Washburn CDP,0.978,0.007,0,0,0.016
IA,Washington city,0.925,0.014,0.002,0.005,0.107
IA,Washta city,0.992,0,0,0.004,0.024
IA,Waterloo city,0.773,0.155,0.003,0.011,0.056
IA,Waterville city,0.986,0,0,0,0.014
IA,Watkins CDP,1,0,0,0,0.008
IA,Waucoma city,0.981,0,0,0.004,0.004
IA,Waukee city,0.939,0.013,0.002,0.026,0.03
IA,Waukon city,0.984,0.004,0.001,0.001,0.014
IA,Waverly city,0.953,0.017,0.001,0.012,0.013
IA,Wayland city,0.955,0.011,0.006,0.009,0.01
IA,Webb city,0.993,0.007,0,0,0
IA,Webster city,1,0,0,0,0.045
IA,Webster City city,0.908,0.004,0.002,0.034,0.074
IA,Weldon city,0.992,0,0.008,0,0.016
IA,Wellman city,0.973,0.001,0.005,0.001,0.018
IA,Wellsburg city,0.984,0,0,0.003,0.021
IA,Welton city,0.964,0,0,0,0.006
IA,Wesley city,0.995,0,0,0.003,0.023
IA,West Amana CDP,0.896,0.007,0,0,0.059
IA,West Bend city,0.991,0,0.001,0,0.014
IA,West Branch city,0.97,0.004,0.002,0.006,0.021
IA,West Burlington city,0.907,0.041,0.003,0.018,0.039
IA,West Chester city,0.952,0.007,0.007,0,0.021
IA,West Des Moines city,0.884,0.033,0.002,0.048,0.052
IA,Westfield city,0.871,0,0.038,0,0.053
IA,Westgate city,0.986,0.009,0,0,0.005
IA,West Liberty city,0.712,0.004,0.001,0.021,0.522
IA,West Okoboji city,0.986,0.003,0,0,0.014
IA,Weston CDP,1,0,0,0,0.054
IA,Westphalia city,1,0,0,0,0.039
IA,West Point city,0.991,0.003,0,0.001,0.009
IA,Westside city,0.993,0,0,0,0.023
IA,West Union city,0.964,0.011,0.002,0.008,0.02
IA,Westwood city,1,0,0,0,0
IA,What Cheer city,0.986,0,0.002,0.002,0.002
IA,Wheatland city,0.987,0.003,0.007,0.001,0.017
IA,Whiting city,0.967,0.001,0.016,0.001,0.02
IA,Whittemore city,0.98,0.002,0.002,0,0.016
IA,Whitten city,0.953,0.013,0,0,0.034
IA,Willey city,0.943,0,0,0,0
IA,Williams city,0.988,0.003,0,0,0
IA,Williamsburg city,0.983,0.002,0,0.003,0.015
IA,Williamson city,0.961,0.007,0,0,0.046
IA,Wilton city,0.975,0.003,0,0.001,0.026
IA,Windsor Heights city,0.911,0.035,0.001,0.024,0.037
IA,Winfield city,0.968,0.011,0.002,0.005,0.014
IA,Winterset city,0.981,0.002,0.002,0.004,0.02
IA,Winthrop city,0.987,0,0.001,0.002,0.004
IA,Wiota city,0.991,0,0,0,0
IA,Woden city,0.961,0,0.004,0,0.052
IA,Woodbine city,0.988,0.001,0.001,0.005,0.008
IA,Woodburn city,0.99,0,0,0.01,0
IA,Woodward city,0.953,0.011,0.006,0.009,0.022
IA,Woolstock city,0.964,0.006,0.006,0,0.012
IA,Worthington city,0.985,0.002,0,0,0.015
IA,Wyoming city,0.99,0,0.006,0,0.012
IA,Yale city,0.988,0.004,0.004,0,0
IA,Yetter city,0.971,0,0,0.029,0
IA,Yorktown city,0.871,0.071,0.012,0,0.012
IA,Zearing city,0.996,0.002,0,0,0
IA,Zwingle city,1,0,0,0,0
KS,Abbyville city,0.966,0,0.011,0,0.011
KS,Abilene city,0.949,0.009,0.004,0.002,0.047
KS,Ada CDP,0.95,0,0.01,0,0.01
KS,Admire city,0.955,0,0,0,0.071
KS,Agenda city,0.971,0,0,0,0
KS,Agra city,0.951,0.004,0.019,0.004,0.022
KS,Albert city,0.966,0,0.006,0,0.046
KS,Alden city,0.946,0,0,0.007,0.014
KS,Alexander city,1,0,0,0,0
KS,Allen city,0.96,0,0,0,0.04
KS,Alma city,0.964,0.001,0.01,0,0.037
KS,Almena city,0.975,0.005,0.002,0,0.027
KS,Altamont city,0.927,0.006,0.019,0,0.025
KS,Alta Vista city,0.982,0.007,0.002,0.002,0.043
KS,Alton city,0.971,0,0,0,0
KS,Altoona city,0.952,0,0.012,0,0.029
KS,Americus city,0.962,0,0.002,0.001,0.041
KS,Andale city,0.987,0,0,0,0.023
KS,Andover city,0.93,0.01,0.006,0.018,0.048
KS,Anthony city,0.94,0.005,0.013,0.002,0.04
KS,Arcadia city,0.919,0.013,0.01,0,0.032
KS,Argonia city,0.966,0.008,0.006,0,0.016
KS,Arkansas City city,0.794,0.039,0.027,0.006,0.173
KS,Arlington city,0.983,0.006,0.002,0,0.013
KS,Arma city,0.97,0.001,0.014,0.001,0.027
KS,Asherville CDP,0.964,0,0,0,0.143
KS,Ashland city,0.927,0,0.009,0.005,0.088
KS,Assaria city,0.983,0,0.002,0,0.019
KS,Atchison city,0.879,0.072,0.006,0.005,0.027
KS,Athol city,0.886,0,0,0,0
KS,Atlanta city,0.831,0,0.041,0,0.133
KS,Attica city,0.957,0.008,0.014,0,0.042
KS,Atwood city,0.972,0.002,0.003,0.001,0.029
KS,Auburn city,0.946,0.006,0.004,0.002,0.041
KS,Augusta city,0.942,0.004,0.013,0.006,0.04
KS,Aurora city,0.967,0,0.033,0,0
KS,Axtell city,0.968,0,0,0,0
KS,Baileyville CDP,0.983,0,0,0,0.011
KS,Baldwin City city,0.934,0.021,0.007,0.005,0.03
KS,Barnard city,1,0,0,0,0
KS,Barnes city,0.95,0,0.013,0,0.05
KS,Bartlett city,0.763,0,0.075,0,0.025
KS,Basehor city,0.941,0.025,0.004,0.005,0.036
KS,Bassett city,1,0,0,0,0
KS,Baxter Springs city,0.852,0.008,0.062,0.004,0.017
KS,Bazine city,0.838,0,0.024,0,0.257
KS,Beattie city,0.95,0.01,0.015,0,0.035
KS,Bel Aire city,0.811,0.086,0.009,0.045,0.048
KS,Belle Plaine city,0.961,0.004,0.011,0.001,0.031
KS,Belleville city,0.975,0.003,0.002,0.006,0.014
KS,Beloit city,0.981,0.003,0.004,0.002,0.01
KS,Belpre city,0.881,0,0.012,0,0.452
KS,Belvue city,0.976,0,0,0,0.068
KS,Bendena CDP,0.983,0,0,0,0
KS,Benedict city,0.89,0,0.027,0,0.041
KS,Bennington city,0.978,0.003,0.009,0,0.019
KS,Bentley city,0.921,0.009,0.03,0.008,0.072
KS,Benton city,0.973,0.001,0.006,0.007,0.027
KS,Bern city,0.91,0.006,0.03,0,0.06
KS,Beverly city,1,0,0,0,0.019
KS,Bird City city,0.962,0,0.004,0,0.15
KS,Bison city,0.976,0,0.008,0,0.004
KS,Blue Mound city,0.975,0.004,0.004,0,0
KS,Blue Rapids city,0.972,0.003,0.011,0,0.014
KS,Bluff City city,1,0,0,0,0
KS,Bogue city,0.937,0.028,0,0.021,0.014
KS,Bonner Springs city,0.848,0.054,0.009,0.005,0.108
KS,Brewster city,0.925,0,0.02,0.003,0.098
KS,Bronson city,0.901,0.034,0.009,0,0.062
KS,Brookville city,0.943,0,0.004,0,0.05
KS,Brownell city,1,0,0,0,0
KS,Bucklin city,0.933,0.019,0.009,0.003,0.04
KS,Bucyrus CDP,0.927,0.01,0,0.021,0.036
KS,Buffalo city,0.978,0,0.009,0,0.009
KS,Buhler city,0.981,0.001,0.007,0,0.024
KS,Bunker Hill city,0.979,0,0,0.011,0.011
KS,Burden city,0.972,0,0.017,0,0.037
KS,Burdett city,0.992,0.004,0.004,0,0.008
KS,Burlingame city,0.971,0.001,0.004,0,0.011
KS,Burlington city,0.947,0.01,0.01,0.009,0.025
KS,Burns city,0.969,0.013,0.004,0,0.009
KS,Burr Oak city,0.983,0,0.006,0,0.017
KS,Burrton city,0.939,0.004,0.011,0.001,0.062
KS,Bushong city,1,0,0,0,0
KS,Bushton city,0.925,0.029,0.025,0,0.082
KS,Byers city,0.943,0,0,0,0
KS,Caldwell city,0.952,0.008,0.017,0.001,0.031
KS,Cambridge city,0.988,0,0.012,0,0.012
KS,Caney city,0.862,0.007,0.058,0.002,0.051
KS,Canton city,0.969,0.004,0.001,0.001,0.019
KS,Carbondale city,0.958,0.003,0.012,0.002,0.029
KS,Carlton city,1,0,0,0,0
KS,Cassoday city,0.953,0.016,0,0.008,0
KS,Catharine CDP,1,0,0,0,0.01
KS,Cawker City city,0.97,0.002,0,0.002,0.021
KS,Cedar city,1,0,0,0,0
KS,Cedar Point city,0.964,0,0,0,0
KS,Cedar Vale city,0.915,0.003,0.035,0.002,0.019
KS,Centralia city,0.945,0.012,0.008,0.008,0.025
KS,Chanute city,0.924,0.019,0.012,0.008,0.054
KS,Chapman city,0.953,0.014,0.004,0.004,0.03
KS,Chase city,0.948,0.004,0,0.006,0.078
KS,Chautauqua city,0.874,0,0.036,0.009,0.009
KS,Cheney city,0.973,0.003,0.005,0,0.025
KS,Cherokee city,0.959,0.001,0.008,0,0.015
KS,Cherryvale city,0.943,0.01,0.013,0.003,0.04
KS,Chetopa city,0.854,0.021,0.06,0.003,0.032
KS,Chicopee CDP,0.975,0.007,0,0.002,0.017
KS,Cimarron city,0.922,0.001,0.005,0.004,0.191
KS,Circleville city,0.953,0.006,0.041,0,0.012
KS,Claflin city,0.969,0.002,0.003,0,0.036
KS,Clay Center city,0.969,0.005,0.006,0.003,0.018
KS,Clayton city,0.966,0,0.034,0,0.017
KS,Clearwater city,0.972,0.002,0.003,0.003,0.016
KS,Clifton city,0.986,0.004,0.002,0,0.011
KS,Climax city,0.986,0,0,0,0
KS,Clyde city,0.978,0.003,0,0.003,0.007
KS,Coats city,0.952,0,0,0,0.084
KS,Coffeyville city,0.723,0.117,0.05,0.007,0.074
KS,Colby city,0.957,0.007,0.004,0.006,0.04
KS,Coldwater city,0.972,0.001,0.002,0.001,0.025
KS,Collyer city,1,0,0,0,0.009
KS,Colony city,0.944,0.017,0.002,0.002,0.002
KS,Columbus city,0.929,0.005,0.027,0.003,0.021
KS,Colwich city,0.974,0.002,0.005,0,0.025
KS,Concordia city,0.953,0.008,0.004,0.002,0.043
KS,Conway Springs city,0.966,0.006,0.006,0,0.021
KS,Coolidge city,0.821,0,0,0,0.337
KS,Copeland city,0.961,0.016,0.003,0,0.052
KS,Corning city,0.949,0,0.025,0,0.013
KS,Cottonwood Falls city,0.939,0.034,0,0.002,0.07
KS,Council Grove city,0.958,0.004,0.002,0.002,0.06
KS,Courtland city,0.989,0.007,0,0.004,0.004
KS,Coyville city,0.804,0,0.022,0,0.022
KS,Cuba city,0.968,0,0.013,0,0
KS,Cullison city,0.941,0,0,0,0.03
KS,Culver city,0.926,0.041,0.008,0.008,0.033
KS,Cunningham city,0.974,0.004,0.009,0,0.009
KS,Damar city,0.977,0,0,0.015,0
KS,Danville city,1,0,0,0,0
KS,Dearing city,0.858,0.002,0.058,0,0.037
KS,Deerfield city,0.81,0.011,0.011,0.003,0.487
KS,Delia city,0.858,0,0.107,0,0.018
KS,Delphos city,0.964,0.008,0.003,0,0.022
KS,Denison city,0.963,0,0.005,0,0.011
KS,Denton city,0.939,0,0,0,0.02
KS,Derby city,0.916,0.019,0.01,0.016,0.052
KS,De Soto city,0.897,0.008,0.008,0.004,0.146
KS,Detroit CDP,0.93,0.018,0,0.009,0.018
KS,Dexter city,0.953,0,0.036,0,0.007
KS,Dighton city,0.956,0.006,0.009,0.003,0.031
KS,Dodge City city,0.725,0.025,0.011,0.016,0.575
KS,Dorrance city,0.968,0,0.027,0.005,0.005
KS,Douglass city,0.966,0.004,0.011,0.005,0.022
KS,Downs city,0.976,0.001,0.011,0.006,0.009
KS,Dresden city,1,0,0,0,0
KS,Dunlap city,0.967,0,0,0,0
KS,Durham city,0.991,0,0,0,0.045
KS,Dwight city,0.93,0.015,0.004,0.007,0.048
KS,Earlton city,0.964,0,0.018,0,0
KS,Eastborough city,0.968,0.009,0.004,0.009,0.008
KS,Easton city,0.988,0.004,0,0,0.012
KS,Edgerton city,0.937,0.008,0.006,0.003,0.043
KS,Edmond city,0.98,0,0.02,0,0
KS,Edna city,0.887,0,0.034,0,0.023
KS,Edwardsville city,0.866,0.06,0.008,0.008,0.073
KS,Effingham city,0.96,0.016,0.009,0,0.029
KS,Elbing city,0.996,0,0,0,0.004
KS,El Dorado city,0.918,0.023,0.011,0.004,0.047
KS,Elgin city,0.888,0,0.034,0,0.011
KS,Elk City city,0.935,0.006,0.009,0,0.009
KS,Elk Falls city,0.925,0,0.019,0.009,0.009
KS,Elkhart city,0.877,0.001,0.012,0.025,0.207
KS,Ellinwood city,0.965,0.003,0.006,0,0.029
KS,Ellis city,0.979,0.002,0,0,0.03
KS,Ellsworth city,0.879,0.093,0.006,0.004,0.062
KS,Elmdale city,0.964,0,0,0,0.091
KS,Elsmore city,1,0,0,0,0
KS,Elwood city,0.871,0.067,0.009,0.002,0.044
KS,Emmett city,0.89,0.016,0.016,0,0.105
KS,Emporia city,0.792,0.032,0.008,0.031,0.254
KS,Englewood city,0.883,0,0,0.013,0.104
KS,Ensign city,0.882,0.016,0.016,0,0.283
KS,Enterprise city,0.933,0.009,0.004,0.004,0.041
KS,Erie city,0.964,0.003,0.011,0.001,0.056
KS,Esbon city,0.919,0.01,0.03,0,0.01
KS,Eskridge city,0.966,0.011,0,0.002,0.007
KS,Eudora city,0.933,0.008,0.016,0.007,0.045
KS,Eureka city,0.952,0.002,0.009,0.004,0.053
KS,Everest city,0.915,0.011,0.021,0,0.049
KS,Fairview city,0.938,0.019,0.004,0,0.008
KS,Fairway city,0.953,0.008,0.003,0.014,0.03
KS,Fall River city,0.951,0,0.012,0.006,0.068
KS,Falun CDP,1,0,0,0,0.011
KS,Florence city,0.951,0.006,0.006,0.002,0.034
KS,Fontana city,0.929,0.004,0.004,0.004,0.067
KS,Ford city,0.87,0.005,0.037,0,0.083
KS,Formoso city,0.989,0,0,0,0.011
KS,Fort Dodge CDP,0.952,0.018,0.006,0,0.03
KS,Fort Riley CDP,0.726,0.159,0.011,0.024,0.123
KS,Fort Scott city,0.903,0.047,0.008,0.006,0.025
KS,Fowler city,0.915,0.01,0.007,0.008,0.129
KS,Frankfort city,0.988,0.006,0,0.001,0.012
KS,Franklin CDP,0.949,0.011,0.011,0.008,0.013
KS,Frederick city,1,0,0,0,0
KS,Fredonia city,0.954,0.001,0.016,0.004,0.032
KS,Freeport city,0.8,0,0.2,0,0
KS,Frontenac city,0.955,0.005,0.005,0.007,0.021
KS,Fulton city,0.902,0.006,0.037,0,0.055
KS,Galatia city,1,0,0,0,0.077
KS,Galena city,0.91,0.004,0.03,0.003,0.036
KS,Galesburg city,0.984,0,0.008,0,0.024
KS,Galva city,0.983,0.002,0,0.003,0.009
KS,Garden City city,0.747,0.028,0.009,0.044,0.486
KS,Garden Plain city,0.978,0.004,0.002,0.001,0.006
KS,Gardner city,0.897,0.03,0.005,0.019,0.062
KS,Garfield city,0.926,0,0.021,0,0.068
KS,Garnett city,0.967,0.004,0.006,0.005,0.021
KS,Gas city,0.957,0.004,0.016,0,0.02
KS,Gaylord city,0.956,0.009,0.009,0,0
KS,Gem city,1,0,0,0,0
KS,Geneseo city,0.959,0,0,0,0.041
KS,Geuda Springs city,0.978,0,0.005,0,0.005
KS,Girard city,0.944,0.018,0.008,0.002,0.027
KS,Glade city,0.99,0,0,0,0.01
KS,Glasco city,0.984,0,0,0,0.008
KS,Glen Elder city,0.969,0.004,0.009,0.009,0.02
KS,Goddard city,0.915,0.009,0.008,0.012,0.064
KS,Goessel city,0.97,0.002,0.004,0,0.02
KS,Goff city,0.905,0,0.016,0.008,0.008
KS,Goodland city,0.93,0.007,0.004,0.004,0.11
KS,Gorham city,0.988,0,0.003,0,0.003
KS,Gove City city,0.975,0,0,0,0
KS,Grainfield city,1,0,0,0,0
KS,Grandview Plaza city,0.721,0.114,0.012,0.019,0.115
KS,Grantville CDP,0.928,0.006,0.011,0.017,0.028
KS,Great Bend city,0.84,0.017,0.006,0.002,0.198
KS,Greeley city,0.974,0.003,0.003,0.003,0.007
KS,Green city,0.977,0,0.016,0,0.023
KS,Greenleaf city,0.979,0,0.009,0,0.036
KS,Greensburg city,0.955,0.004,0.01,0.004,0.039
KS,Grenola city,0.977,0,0,0.019,0
KS,Gridley city,0.977,0.009,0.003,0,0.003
KS,Grinnell city,1,0,0,0,0.004
KS,Gypsum city,0.946,0.005,0.012,0.01,0.025
KS,Haddam city,0.971,0,0.01,0,0.01
KS,Halstead city,0.967,0.005,0.002,0.003,0.039
KS,Hamilton city,0.944,0,0.026,0.004,0.004
KS,Hamlin city,0.957,0.022,0,0,0.087
KS,Hanover city,0.982,0.009,0.001,0.001,0.006
KS,Hanston city,0.951,0,0,0,0.097
KS,Hardtner city,0.959,0,0.006,0.006,0.017
KS,Harper city,0.922,0.002,0.013,0.001,0.1
KS,Harris CDP,1,0,0,0,0.059
KS,Hartford city,0.965,0.003,0.011,0.003,0.022
KS,Harveyville city,0.953,0,0.013,0.017,0.021
KS,Havana city,0.933,0,0.029,0,0
KS,Haven city,0.945,0.007,0.017,0.002,0.027
KS,Havensville city,0.985,0,0,0,0.038
KS,Haviland city,0.961,0.011,0.017,0.006,0.036
KS,Hays city,0.928,0.011,0.003,0.018,0.047
KS,Haysville city,0.927,0.006,0.012,0.009,0.046
KS,Hazelton city,0.903,0.011,0.011,0,0.097
KS,Healy CDP,0.902,0.009,0.021,0,0.132
KS,Hepler city,0.992,0,0,0,0.008
KS,Herington city,0.933,0.004,0.009,0.005,0.057
KS,Herndon city,0.946,0.023,0,0,0.016
KS,Hesston city,0.927,0.016,0.006,0.017,0.045
KS,Hiawatha city,0.896,0.023,0.029,0.003,0.039
KS,Highland city,0.847,0.1,0.011,0.004,0.02
KS,Hill City city,0.912,0.045,0.008,0.003,0.025
KS,Hillsboro city,0.946,0.017,0.003,0.002,0.032
KS,Hillsdale CDP,0.965,0.013,0.004,0.004,0.022
KS,Hoisington city,0.949,0.011,0.004,0,0.041
KS,Holcomb city,0.866,0.003,0.004,0.002,0.325
KS,Hollenberg city,0.905,0,0,0,0.048
KS,Holton city,0.897,0.011,0.034,0.006,0.049
KS,Holyrood city,0.971,0,0.004,0.002,0.007
KS,Home CDP,0.981,0,0.006,0,0
KS,Hope city,0.935,0.024,0.008,0.003,0.003
KS,Horace city,0.943,0.029,0,0,0.057
KS,Horton city,0.825,0.008,0.107,0.005,0.037
KS,Howard city,0.951,0,0.016,0.004,0.041
KS,Hoxie city,0.965,0,0.001,0.003,0.036
KS,Hoyt city,0.855,0.001,0.096,0.012,0.051
KS,Hudson city,1,0,0,0,0.047
KS,Hugoton city,0.87,0.003,0.008,0.002,0.364
KS,Humboldt city,0.94,0.014,0.006,0,0.051
KS,Hunnewell city,0.925,0,0.06,0,0
KS,Hunter city,0.982,0,0.018,0,0.018
KS,Huron city,0.981,0,0,0,0.019
KS,Hutchinson city,0.879,0.043,0.007,0.006,0.106
KS,Independence city,0.842,0.065,0.016,0.009,0.065
KS,Ingalls city,0.873,0.003,0,0.003,0.225
KS,Inman city,0.96,0.001,0.004,0.003,0.031
KS,Iola city,0.914,0.033,0.008,0.006,0.031
KS,Isabel city,0.967,0,0,0,0.044
KS,Iuka city,0.969,0,0,0,0.067
KS,Jamestown city,0.976,0.007,0.007,0.003,0.007
KS,Jennings city,0.99,0,0,0,0
KS,Jetmore city,0.963,0.001,0.001,0.005,0.046
KS,Jewell city,0.938,0,0.019,0.002,0.056
KS,Johnson City city,0.793,0.008,0.014,0.002,0.443
KS,Junction City city,0.607,0.223,0.009,0.039,0.13
KS,Kanopolis city,0.945,0,0.012,0,0.104
KS,Kanorado city,0.784,0.013,0,0,0.379
KS,Kansas City city,0.522,0.268,0.008,0.027,0.278
KS,Kechi city,0.877,0.055,0.009,0.02,0.031
KS,Kensington city,0.977,0,0.002,0,0.002
KS,Kickapoo Site 1 CDP,0.079,0,0.921,0,0.04
KS,Kickapoo Site 2 CDP,0.059,0,0.941,0,0.059
KS,Kickapoo Site 5 CDP,0.167,0,0.742,0,0
KS,Kickapoo Site 6 CDP,0.267,0,0.733,0,0
KS,Kickapoo Site 7 CDP,0.045,0,0.955,0,0.061
KS,Kickapoo Tribal Center CDP,0.108,0.01,0.845,0,0.067
KS,Kincaid city,0.967,0,0.008,0.008,0.016
KS,Kingman city,0.967,0.001,0.007,0.004,0.027
KS,Kinsley city,0.931,0.008,0.003,0.008,0.147
KS,Kiowa city,0.953,0.002,0.012,0.002,0.041
KS,Kipp CDP,1,0,0,0,0
KS,Kirwin city,0.924,0.006,0.041,0,0.029
KS,Kismet city,0.861,0.007,0.015,0.004,0.355
KS,Labette city,0.987,0,0.013,0,0
KS,La Crosse city,0.985,0.002,0.004,0.002,0.028
KS,La Cygne city,0.973,0.006,0.009,0.002,0.017
KS,La Harpe city,0.936,0.014,0.012,0.009,0.016
KS,Lake Quivira city,0.964,0.006,0.007,0.008,0.018
KS,Lakin city,0.877,0.003,0.009,0,0.289
KS,Lancaster city,0.98,0.003,0.01,0.007,0
KS,Lane city,0.982,0,0,0.009,0.018
KS,Langdon city,0.952,0,0.048,0,0
KS,Lansing city,0.802,0.132,0.008,0.02,0.051
KS,Larned city,0.922,0.027,0.004,0.006,0.07
KS,Latham city,0.964,0,0.014,0,0.022
KS,Latimer city,1,0,0,0,0
KS,Lawrence city,0.82,0.047,0.031,0.045,0.057
KS,Leavenworth city,0.754,0.151,0.009,0.018,0.081
KS,Leawood city,0.923,0.019,0.001,0.038,0.022
KS,Lebanon city,0.959,0,0.005,0.005,0.032
KS,Lebo city,0.989,0.003,0.002,0,0.014
KS,Lecompton city,0.949,0.005,0.022,0.005,0.014
KS,Lehigh city,0.966,0,0,0,0.04
KS,Lenexa city,0.844,0.058,0.004,0.038,0.073
KS,Lenora city,0.98,0,0,0,0.028
KS,Leon city,0.919,0.006,0.02,0.003,0.03
KS,Leona city,0.938,0,0.042,0,0
KS,Leonardville city,0.967,0.007,0.002,0,0.045
KS,Leoti city,0.858,0.007,0.006,0.001,0.316
KS,LeRoy city,0.979,0,0.002,0.002,0.016
KS,Levant CDP,0.967,0,0.016,0,0.016
KS,Lewis city,0.734,0.013,0.013,0,0.437
KS,Liberal city,0.686,0.037,0.008,0.029,0.587
KS,Liberty city,0.911,0,0.016,0,0.016
KS,Liebenthal city,0.981,0,0,0,0
KS,Lincoln Center city,0.966,0.003,0.011,0.001,0.028
KS,Lincolnville city,0.956,0,0.025,0,0.054
KS,Lindsborg city,0.948,0.017,0.001,0.005,0.035
KS,Linn city,0.941,0.012,0.007,0,0.124
KS,Linn Valley city,0.961,0.001,0.012,0.004,0.014
KS,Linwood city,0.925,0,0.003,0.003,0.069
KS,Little River city,0.982,0,0.007,0,0.016
KS,Logan city,0.993,0,0,0,0.015
KS,Lone Elm city,1,0,0,0,0
KS,Longford city,0.975,0,0.013,0,0.063
KS,Long Island city,0.963,0,0,0,0.037
KS,Longton city,0.943,0,0.014,0,0.04
KS,Lorraine city,0.935,0,0.007,0,0.116
KS,Lost Springs city,0.829,0,0.014,0,0.143
KS,Louisburg city,0.966,0.004,0.004,0.003,0.033
KS,Louisville city,0.92,0,0.011,0,0.059
KS,Lowell CDP,0.943,0.004,0.042,0,0.004
KS,Lucas city,0.977,0,0.003,0.008,0.015
KS,Luray city,0.979,0,0,0,0.015
KS,Lyndon city,0.975,0.004,0.007,0.001,0.01
KS,Lyons city,0.857,0.013,0.009,0.004,0.203
KS,McConnell AFB CDP,0.76,0.129,0.006,0.024,0.117
KS,McCracken city,0.937,0.005,0.021,0,0
KS,McCune city,0.936,0,0.025,0.005,0.022
KS,McDonald city,0.975,0,0.006,0,0.113
KS,McFarland city,0.957,0,0.004,0,0.047
KS,Macksville city,0.803,0,0.013,0.004,0.337
KS,McLouth city,0.956,0.008,0.006,0.003,0.011
KS,McPherson city,0.932,0.015,0.004,0.008,0.048
KS,Madison city,0.951,0.001,0.017,0.001,0.029
KS,Mahaska city,0.976,0,0,0,0
KS,Maize city,0.913,0.015,0.011,0.011,0.074
KS,Manchester city,0.926,0,0.042,0,0.011
KS,Manhattan city,0.835,0.055,0.005,0.051,0.058
KS,Mankato city,0.97,0.003,0.003,0.005,0.01
KS,Manter city,0.918,0,0.023,0,0.199
KS,Maple Hill city,0.958,0.002,0.003,0.002,0.039
KS,Mapleton city,0.988,0,0,0.012,0
KS,Marienthal CDP,0.972,0,0,0.028,0.028
