Geographic Area,City,poverty_rate
AZ,Alpine CDP,0.2
AZ,Amado CDP,0
AZ,Anegam CDP,0.494
AZ,Antares CDP,0.407
AZ,Anthem CDP,0.029
AZ,Apache Junction city,0.24
AZ,Arivaca CDP,0.164
AZ,Arivaca Junction CDP,0.303
AZ,Arizona City CDP,0.177
AZ,Arizona Village CDP,0.337
AZ,Arlington CDP,0
AZ,Ash Fork CDP,0.748
AZ,Avenue B and C CDP,0.437
AZ,Avondale city,0.186
AZ,Avra Valley CDP,0.133
AZ,Aztec CDP,0
AZ,Bagdad CDP,0.036
AZ,Bear Flat CDP,0
AZ,Beaver Dam CDP,0.292
AZ,Beaver Valley CDP,0
AZ,Benson city,0.221
AZ,Beyerville CDP,0.451
AZ,Bisbee city,0.291
AZ,Bitter Springs CDP,0.494
AZ,Black Canyon City CDP,0.147
AZ,Blackwater CDP,0.61
AZ,Bluewater CDP,0.121
AZ,Bouse CDP,0.08
AZ,Bowie CDP,0.216
AZ,Brenda CDP,0.11
AZ,Bryce CDP,0.153
AZ,Buckeye town,0.148
AZ,Buckshot CDP,0
AZ,Bullhead City city,0.197
AZ,Burnside CDP,0.453
AZ,Bylas CDP,0.569
AZ,Cactus Flats CDP,0.266
AZ,Cactus Forest CDP,0.08
AZ,Cameron CDP,0.382
AZ,Campo Bonito CDP,0
AZ,Camp Verde town,0.254
AZ,Cane Beds CDP,0.169
AZ,Canyon Day CDP,0.438
AZ,Carefree town,0.096
AZ,Carrizo CDP,0.659
AZ,Casa Blanca CDP,0.603
AZ,Casa Grande city,0.169
AZ,Casas Adobes CDP,0.096
AZ,Catalina CDP,0.1
AZ,Catalina Foothills CDP,0.06
AZ,Cave Creek town,0.058
AZ,Cedar Creek CDP,0.529
AZ,Centennial Park CDP,0.41
AZ,Central CDP,0.064
AZ,Central Heights-Midland City CDP,0.198
AZ,Chandler city,0.1
AZ,Charco CDP,0.688
AZ,Chiawuli Tak CDP,0
AZ,Chilchinbito CDP,0.592
AZ,Chinle CDP,0.388
AZ,Chino Valley town,0.183
AZ,Chloride CDP,0.297
AZ,Christopher Creek CDP,0.378
AZ,Chuichu CDP,0
AZ,Cibecue CDP,0.646
AZ,Cibola CDP,0.148
AZ,Cienega Springs CDP,0.234
AZ,Citrus Park CDP,0.06
AZ,Clacks Canyon CDP,0
AZ,Clarkdale town,0.066
AZ,Claypool CDP,0.285
AZ,Clay Springs CDP,0.672
AZ,Clifton town,0.092
AZ,Colorado City town,0.515
AZ,Comobabi CDP,0
AZ,Concho CDP,0
AZ,Congress CDP,0.061
AZ,Coolidge city,0.274
AZ,Copper Hill CDP,0
AZ,Cordes Lakes CDP,0.254
AZ,Cornfields CDP,0.547
AZ,Cornville CDP,0.091
AZ,Corona de Tucson CDP,0.013
AZ,Cottonwood CDP,0.096
AZ,Cottonwood city,0.199
AZ,Cowlic CDP,0.889
AZ,Crozier CDP,0.125
AZ,Crystal Beach CDP,0.175
AZ,Cutter CDP,0.422
AZ,Dateland CDP,0.137
AZ,Deer Creek CDP,0.181
AZ,Del Muerto CDP,0.274
AZ,Dennehotso CDP,0.416
AZ,Desert Hills CDP,0.328
AZ,Dewey-Humboldt town,0.121
AZ,Dilkon CDP,0.444
AZ,Dolan Springs CDP,0.305
AZ,Doney Park CDP,0.084
AZ,Donovan Estates CDP,0.153
AZ,Douglas city,0.32
AZ,Dragoon CDP,0.204
AZ,Drexel Heights CDP,0.237
AZ,Dripping Springs CDP,0.058
AZ,Drysdale CDP,0.785
AZ,Dudleyville CDP,0.143
AZ,Duncan town,0.284
AZ,Eagar town,0.18
AZ,East Fork CDP,0.478
AZ,East Globe CDP,0
AZ,East Verde Estates CDP,0.224
AZ,Ehrenberg CDP,0.124
AZ,El Capitan CDP,0
AZ,Elephant Head CDP,0.117
AZ,Elfrida CDP,0.034
AZ,Elgin CDP,0.13
AZ,El Mirage city,0.199
AZ,Eloy city,0.362
AZ,El Prado Estates CDP,0.268
AZ,First Mesa CDP,0.393
AZ,Flagstaff city,0.242
AZ,Florence town,0.168
AZ,Flowing Springs CDP,0.262
AZ,Flowing Wells CDP,0.237
AZ,Fort Apache CDP,0
AZ,Fort Defiance CDP,0.418
AZ,Fort Mohave CDP,0.09
AZ,Fort Thomas CDP,0
AZ,Fortuna Foothills CDP,0.103
AZ,Fort Valley CDP,0.091
AZ,Fountain Hills town,0.058
AZ,Franklin CDP,0.265
AZ,Fredonia town,0.192
AZ,Freedom Acres CDP,0
AZ,Gadsden CDP,0.195
AZ,Ganado CDP,0.248
AZ,Geronimo Estates CDP,0
AZ,Gila Bend town,0.279
AZ,Gila Crossing CDP,0.446
AZ,Gilbert town,0.066
AZ,Gisela CDP,0.494
AZ,Glendale city,0.217
AZ,Globe city,0.198
AZ,Gold Canyon CDP,0.059
AZ,Golden Shores CDP,0.074
AZ,Golden Valley CDP,0.251
AZ,Goodyear city,0.088
AZ,Goodyear Village CDP,0.521
AZ,Grand Canyon Village CDP,0.393
AZ,Grand Canyon West CDP,#VALUE!
AZ,Greasewood CDP,0.412
AZ,Green Valley CDP,0.052
AZ,Greer CDP,0
AZ,Guadalupe town,0.248
AZ,Gu Oidak CDP,0
AZ,Hackberry CDP,0.043
AZ,Haigler Creek CDP,0
AZ,Haivana Nakya CDP,0.606
AZ,Hard Rock CDP,0.188
AZ,Hayden town,0.32
AZ,Heber-Overgaard CDP,0.24
AZ,Holbrook city,0.206
AZ,Hondah CDP,0.314
AZ,Hotevilla-Bacavi CDP,0.257
AZ,Houck CDP,0.541
AZ,Huachuca City town,0.329
AZ,Hunter Creek CDP,#VALUE!
AZ,Icehouse Canyon CDP,0.429
AZ,Indian Wells CDP,0.434
AZ,Jakes Corner CDP,0.439
AZ,Jeddito CDP,0.444
AZ,Jerome town,0.242
AZ,Joseph City CDP,0.317
AZ,Kachina Village CDP,0.113
AZ,Kaibab CDP,0.299
AZ,Kaibito CDP,0.397
AZ,Kaka CDP,0.837
AZ,Katherine CDP,0.049
AZ,Kayenta CDP,0.425
AZ,Keams Canyon CDP,0.217
AZ,Kearny town,0.212
AZ,Kingman city,0.207
AZ,Kino Springs CDP,0.227
AZ,Klagetoh CDP,0.46
AZ,Kohatk CDP,0
AZ,Kohls Ranch CDP,0
AZ,Komatke CDP,0.645
AZ,Ko Vaya CDP,0
AZ,Kykotsmovi Village CDP,0.278
AZ,Lake Havasu City city,0.138
AZ,Lake Montezuma CDP,0.174
AZ,Lake of the Woods CDP,0.129
AZ,La Paz Valley CDP,0.171
AZ,Lazy Y U CDP,0.116
AZ,LeChee CDP,0.153
AZ,Leupp CDP,0.255
AZ,Linden CDP,0.087
AZ,Litchfield Park city,0.051
AZ,Littlefield CDP,0
AZ,Littletown CDP,0.225
AZ,Lower Santan Village CDP,0.764
AZ,Low Mountain CDP,0.467
AZ,Lukachukai CDP,0.402
AZ,Lupton CDP,0
AZ,McConnico CDP,#VALUE!
AZ,McNary CDP,0.484
AZ,McNeal CDP,0.172
AZ,Maish Vaya CDP,0.459
AZ,Mammoth town,0.285
AZ,Many Farms CDP,0.318
AZ,Marana town,0.058
AZ,Maricopa city,0.081
AZ,Maricopa Colony CDP,0.41
AZ,Martinez Lake CDP,0
AZ,Mayer CDP,0.139
AZ,Mead Ranch CDP,0.357
AZ,Meadview CDP,0.194
AZ,Mesa city,0.165
AZ,Mesa del Caballo CDP,0.245
AZ,Mescal CDP,0.122
AZ,Mesquite Creek CDP,0.075
AZ,Miami town,0.211
AZ,Miracle Valley CDP,0.05
AZ,Moccasin CDP,0.182
AZ,Moenkopi CDP,0.199
AZ,Mohave Valley CDP,0.245
AZ,Mojave Ranch Estates CDP,0.415
AZ,Morenci CDP,0.068
AZ,Morristown CDP,0.113
AZ,Mountainaire CDP,0.04
AZ,Munds Park CDP,0.159
AZ,Naco CDP,0.402
AZ,Nazlini CDP,0.501
AZ,Nelson CDP,0.304
AZ,New Kingman-Butler CDP,0.308
AZ,New River CDP,0.081
AZ,Nogales city,0.327
AZ,Nolic CDP,#VALUE!
AZ,North Fork CDP,0.376
AZ,Nutrioso CDP,0
AZ,Oak Springs CDP,0.386
AZ,Oatman CDP,0.433
AZ,Oljato-Monument Valley CDP,0.708
AZ,Oracle CDP,0.18
AZ,Orange Grove Mobile Manor CDP,0.599
AZ,Oro Valley town,0.056
AZ,Oxbow Estates CDP,0
AZ,Padre Ranchitos CDP,0.746
AZ,Page city,0.144
AZ,Palominas CDP,0.77
AZ,Paradise Valley town,0.072
AZ,Parker town,0.154
AZ,Parker Strip CDP,0.11
AZ,Parks CDP,0.089
AZ,Patagonia town,0.291
AZ,Paulden CDP,0.218
AZ,Payson town,0.127
AZ,Peach Springs CDP,0.405
AZ,Peeples Valley CDP,0.203
AZ,Peoria city,0.092
AZ,Peridot CDP,0.407
AZ,Phoenix city,0.231
AZ,Picacho CDP,0.263
AZ,Picture Rocks CDP,0.133
AZ,Pima town,0.225
AZ,Pimaco Two CDP,0.103
AZ,Pinal CDP,0.51
AZ,Pine CDP,0.059
AZ,Pinedale CDP,0.306
AZ,Pine Lake CDP,0.205
AZ,Pinetop Country Club CDP,0
AZ,Pinetop-Lakeside town,0.225
AZ,Pinion Pines CDP,0
AZ,Pinon CDP,0.295
AZ,Pirtleville CDP,0.452
AZ,Pisinemo CDP,0.702
AZ,Poston CDP,0.251
AZ,Prescott city,0.155
AZ,Prescott Valley town,0.182
AZ,Quartzsite town,0.101
AZ,Queen Creek town,0.086
AZ,Queen Valley CDP,0.02
AZ,Rainbow City CDP,0.283
AZ,Rancho Mesa Verde CDP,0.318
AZ,Red Mesa CDP,0.176
AZ,Red Rock CDP (Apache County),0.462
AZ,Red Rock CDP (Pinal County),0.11
AZ,Rillito CDP,0.884
AZ,Rincon Valley CDP,0.048
AZ,Rio Rico CDP,0.156
AZ,Rio Verde CDP,0.071
AZ,Rock House CDP,0
AZ,Rock Point CDP,0.523
AZ,Roosevelt CDP,0.115
AZ,Rough Rock CDP,0.159
AZ,Round Rock CDP,0.45
AZ,Round Valley CDP,0.015
AZ,Rye CDP,0.205
AZ,Sacate Village CDP,0.793
AZ,Sacaton CDP,0.379
AZ,Sacaton Flats Village CDP,0.517
AZ,Saddlebrooke CDP,0.036
AZ,Safford city,0.169
AZ,Sahuarita town,0.062
AZ,St. David CDP,0.063
AZ,St. Johns city,0.183
AZ,St. Johns CDP,0.464
AZ,St. Michaels CDP,0.247
AZ,Salome CDP,0.274
AZ,San Carlos CDP,0.557
AZ,Sanders CDP,0.467
AZ,San Jose CDP,0.158
AZ,San Luis city,0.302
AZ,San Manuel CDP,0.171
AZ,San Miguel CDP,0.265
AZ,San Simon CDP,0.145
AZ,Santa Cruz CDP,#VALUE!
AZ,San Tan Valley CDP,0.153
AZ,Santa Rosa CDP,0.512
AZ,Sawmill CDP,0.51
AZ,Scenic CDP,0.162
AZ,Scottsdale city,0.095
AZ,Seba Dalkai CDP,0.339
AZ,Second Mesa CDP,0.284
AZ,Sedona city,0.081
AZ,Sehili CDP,0.588
AZ,Seligman CDP,0.261
AZ,Sells CDP,0.485
AZ,Seven Mile CDP,0.541
AZ,Shongopovi CDP,0.464
AZ,Shonto CDP,0.297
AZ,Show Low city,0.184
AZ,Sierra Vista city,0.127
AZ,Sierra Vista Southeast CDP,0.153
AZ,Six Shooter Canyon CDP,0.289
AZ,Snowflake town,0.099
AZ,So-Hi CDP,0.188
AZ,Solomon CDP,0.212
AZ,Somerton city,0.315
AZ,Sonoita CDP,0.092
AZ,South Komelik CDP,0.781
AZ,South Tucson city,0.487
AZ,Springerville town,0.363
AZ,Spring Valley CDP,0.297
AZ,Stanfield CDP,0.685
AZ,Star Valley town,0.18
AZ,Steamboat CDP,0.578
AZ,Stotonic Village CDP,0.607
AZ,Strawberry CDP,0.06
AZ,Summerhaven CDP,0
AZ,Summit CDP,0.434
AZ,Sun City CDP,0.084
AZ,Sun City West CDP,0.054
AZ,Sunizona CDP,0.39
AZ,Sun Lakes CDP,0.062
AZ,Sun Valley CDP,0.725
AZ,Sunwest CDP,0
AZ,Supai CDP,0
AZ,Superior town,0.182
AZ,Surprise city,0.098
AZ,Sweet Water Village CDP,0.099
AZ,Swift Trail Junction CDP,0.27
AZ,Tacna CDP,0.2
AZ,Tanque Verde CDP,0.06
AZ,Tat Momoli CDP,1
AZ,Taylor town,0.187
AZ,Teec Nos Pos CDP,0.417
AZ,Tees Toh CDP,0.463
AZ,Tempe city,0.216
AZ,Thatcher town,0.171
AZ,Theba CDP,0.069
AZ,Three Points CDP,0.296
AZ,Tolani Lake CDP,0.451
AZ,Tolleson city,0.293
AZ,Tombstone city,0.219
AZ,Tonalea CDP,0.187
AZ,Tonopah CDP,0
AZ,Tonto Basin CDP,0.25
AZ,Tonto Village CDP,0
AZ,Topawa CDP,0.653
AZ,Topock CDP,1
AZ,Top-of-the-World CDP,0.092
AZ,Toyei CDP,#VALUE!
AZ,Truxton CDP,0.166
AZ,Tsaile CDP,0.469
AZ,Tubac CDP,0.078
AZ,Tuba City CDP,0.324
AZ,Tucson city,0.253
AZ,Tucson Estates CDP,0.16
AZ,Tumacacori-Carmen CDP,0.06
AZ,Turkey Creek CDP,0.16
AZ,Tusayan town,0.217
AZ,Upper Santan Village CDP,0.53
AZ,Utting CDP,0.158
AZ,Vail CDP,0.083
AZ,Vaiva Vo CDP,1
AZ,Valencia West CDP,0.134
AZ,Valentine CDP,0.485
AZ,Valle CDP,0.806
AZ,Valle Vista CDP,0.146
AZ,Ventana CDP,1
AZ,Verde Village CDP,0.19
AZ,Vernon CDP,0
AZ,Vicksburg CDP,0.094
AZ,Village of Oak Creek (Big Park) CDP,0.076
AZ,Wagon Wheel CDP,0.248
AZ,Wahak Hotrontk CDP,0.23
AZ,Wall Lane CDP,0.341
AZ,Walnut Creek CDP,0.325
AZ,Washington Park CDP,0
AZ,Wellton town,0.127
AZ,Wellton Hills CDP,0.079
AZ,Wenden CDP,0.309
AZ,Wet Camp Village CDP,0.304
AZ,Wheatfields CDP,0.22
AZ,Whetstone CDP,0.095
AZ,Whispering Pines CDP,0.793
AZ,Whitecone CDP,0.632
AZ,White Hills CDP,0.185
AZ,White Mountain Lake CDP,0.423
AZ,Whiteriver CDP,0.504
AZ,Why CDP,0.136
AZ,Wickenburg town,0.169
AZ,Wide Ruins CDP,1
AZ,Wikieup CDP,0.167
AZ,Wilhoit CDP,0.24
AZ,Willcox city,0.18
AZ,Williams city,0.281
AZ,Williamson CDP,0.082
AZ,Willow Canyon CDP,#VALUE!
AZ,Willow Valley CDP,0.147
AZ,Window Rock CDP,0.292
AZ,Winkelman town,0.116
AZ,Winslow city,0.301
AZ,Winslow West CDP,0.481
AZ,Wintersburg CDP,0
AZ,Wittmann CDP,0.099
AZ,Woodruff CDP,0
AZ,Yarnell CDP,0.155
AZ,York CDP,0.409
AZ,Young CDP,0.1
AZ,Youngtown town,0.225
AZ,Yucca CDP,0.362
AZ,Yuma city,0.184
AR,Adona city,0.189
AR,Alexander city,0.264
AR,Alicia town,0.479
AR,Allport town,0.444
AR,Alma city,0.21
AR,Almyra town,0.217
AR,Alpena town,0.317
AR,Altheimer city,0.228
AR,Altus city,0.128
AR,Amagon town,0.216
AR,Amity city,0.413
AR,Anthonyville town,0.16
AR,Antoine town,0.098
AR,Arkadelphia city,0.33
AR,Arkansas City city,0.182
AR,Ashdown city,0.228
AR,Ash Flat city,0.341
AR,Atkins city,0.088
AR,Aubrey town,0.171
AR,Augusta city,0.314
AR,Austin city,0.077
AR,Avilla CDP,0.014
AR,Avoca town,0.082
AR,Bald Knob city,0.236
AR,Banks town,0.419
AR,Barling city,0.182
AR,Bassett town,0.451
AR,Batesville city,0.209
AR,Bauxite town,0.198
AR,Bay city,0.152
AR,Bearden city,0.36
AR,Beaver town,0.013
AR,Beebe city,0.288
AR,Beedeville town,0.438
AR,Bella Vista city,0.048
AR,Bellefonte town,0.15
AR,Belleville city,0.212
AR,Ben Lomond town,0.25
AR,Benton city,0.114
AR,Bentonville city,0.077
AR,Bergman town,0.115
AR,Berryville city,0.264
AR,Bethel Heights city,0.185
AR,Bigelow town,0.215
AR,Big Flat town,0.169
AR,Biggers town,0.158
AR,Birdsong town,0.024
AR,Black Oak town,0.161
AR,Black Rock city,0.289
AR,Black Springs town,0.057
AR,Blevins city,0.227
AR,Blue Eye town,0.744
AR,Blue Mountain town,0.255
AR,Bluff City town,0.119
AR,Blytheville city,0.27
AR,Bodcaw town,0.035
AR,Bonanza city,0.097
AR,Bono city,0.168
AR,Booneville city,0.331
AR,Bradford city,0.299
AR,Bradley city,0.417
AR,Branch city,0.223
AR,Briarcliff city,0.275
AR,Brinkley city,0.363
AR,Brookland city,0.172
AR,Bryant city,0.041
AR,Buckner city,0.189
AR,Bull Shoals city,0.139
AR,Burdette town,0.056
AR,Cabot city,0.114
AR,Caddo Valley town,0.17
AR,Caldwell town,0.276
AR,Cale town,0.212
AR,Calico Rock city,0.304
AR,Calion city,0.078
AR,Camden city,0.314
AR,Cammack Village city,0.057
AR,Campbell Station city,0.133
AR,Caraway city,0.223
AR,Carlisle city,0.059
AR,Carthage city,0.19
AR,Casa town,0.111
AR,Cash town,0.289
AR,Caulksville town,0.108
AR,Cave City city,0.321
AR,Cave Springs city,0.029
AR,Cedarville city,0.143
AR,Center Ridge CDP,0.413
AR,Centerton city,0.062
AR,Central City town,0.135
AR,Charleston city,0.119
AR,Cherokee City CDP,0.578
AR,Cherokee Village city,0.203
AR,Cherry Valley city,0.222
AR,Chester town,0.303
AR,Chidester city,0.244
AR,Clarendon city,0.465
AR,Clarkedale city,0
AR,Clarksville city,0.249
AR,Clinton city,0.233
AR,Coal Hill city,0.283
AR,College City city,0.246
AR,College Station CDP,0
AR,Colt city,0.296
AR,Concord town,0.12
AR,Conway city,0.184
AR,Corinth town,0
AR,Corning city,0.228
AR,Cotter city,0.258
AR,Cotton Plant city,0.279
AR,Cove town,0.229
AR,Coy town,0.11
AR,Crawfordsville town,0.25
AR,Crossett city,0.232
AR,Cushman city,0.26
AR,Daisy town,0.15
AR,Damascus town,0.135
AR,Danville city,0.277
AR,Dardanelle city,0.318
AR,Datto town,0.278
AR,Decatur city,0.323
AR,Delaplaine town,0
AR,Delight city,0.237
AR,Dell town,0.064
AR,Dennard CDP,0.326
AR,Denning town,0.106
AR,De Queen city,0.298
AR,Dermott city,0.371
AR,Des Arc city,0.204
AR,De Valls Bluff city,0.365
AR,DeWitt city,0.222
AR,Diamond City city,0.26
AR,Diaz city,0.361
AR,Dierks city,0.242
AR,Donaldson town,0.211
AR,Dover city,0.236
AR,Dumas city,0.413
AR,Dyer city,0.147
AR,Dyess town,0.264
AR,Earle city,0.428
AR,East Camden town,0.24
AR,East End CDP,0.067
AR,Edmondson town,0.374
AR,Egypt town,0
AR,Elaine city,0.42
AR,El Dorado city,0.274
AR,Elkins city,0.138
AR,Elm Springs city,0.081
AR,Emerson town,0.219
AR,Emmet city,0.384
AR,England city,0.299
AR,Enola town,0.184
AR,Etowah town,0.221
AR,Eudora city,0.454
AR,Eureka Springs city,0.191
AR,Evening Shade city,0.2
AR,Everton town,0.28
AR,Fairfield Bay city,0.098
AR,Fargo town,0.292
AR,Farmington city,0.114
AR,Fayetteville city,0.24
AR,Felsenthal town,0.174
AR,Fifty-Six city,0.059
AR,Fisher city,0.082
AR,Flippin city,0.32
AR,Fordyce city,0.147
AR,Foreman city,0.232
AR,Forrest City city,0.277
AR,Fort Smith city,0.269
AR,Fouke city,0.248
AR,Fountain Hill town,0.29
AR,Fountain Lake town,0.1
AR,Fourche town,0.114
AR,Franklin town,0.147
AR,Fredonia (Biscoe) town,0.34
AR,Friendship town,0.027
AR,Fulton town,0.199
AR,Garfield town,0.106
AR,Garland town,0.604
AR,Garner town,0.095
AR,Gassville city,0.219
AR,Gateway town,0.164
AR,Gentry city,0.227
AR,Georgetown town,0.133
AR,Gibson CDP,0.091
AR,Gilbert town,0
AR,Gillett city,0.161
AR,Gillham town,0.4
AR,Gilmore city,0.21
AR,Glenwood city,0.276
AR,Goshen town,0.018
AR,Gosnell city,0.224
AR,Gould city,0.406
AR,Grady city,0.406
AR,Grannis city,0.265
AR,Gravette city,0.179
AR,Greenbrier city,0.148
AR,Green Forest city,0.292
AR,Greenland city,0.106
AR,Greenway city,0.154
AR,Greenwood city,0.136
AR,Greers Ferry city,0.13
AR,Griffithville town,0.397
AR,Grubbs city,0.131
AR,Guion town,0.286
AR,Gum Springs town,0.262
AR,Gurdon city,0.261
AR,Guy city,0.109
AR,Hackett city,0.269
AR,Hagarville CDP,0.283
AR,Hamburg city,0.31
AR,Hampton city,0.206
AR,Hardy city,0.454
AR,Harrell town,0.252
AR,Harrisburg city,0.308
AR,Harrison city,0.232
AR,Hartford city,0.329
AR,Hartman city,0.269
AR,Haskell city,0.147
AR,Hatfield town,0.477
AR,Havana city,0.172
AR,Haynes town,0.234
AR,Hazen city,0.189
AR,Heber Springs city,0.225
AR,Hector town,0.153
AR,Helena-West Helena city,0.442
AR,Hensley CDP,0.633
AR,Hermitage city,0.675
AR,Hickory Ridge city,0.18
AR,Higden town,0.051
AR,Higginson town,0.024
AR,Highfill town,0.238
AR,Highland city,0.196
AR,Hindsville town,0
AR,Holiday Island CDP,0.183
AR,Holland city,0.146
AR,Holly Grove city,0.355
AR,Hope city,0.341
AR,Horatio city,0.322
AR,Horseshoe Bend city,0.282
AR,Horseshoe Lake town,0.202
AR,Hot Springs city,0.292
AR,Hot Springs Village CDP,0.049
AR,Houston town,0.094
AR,Hoxie city,0.275
AR,Hughes city,0.419
AR,Humnoke city,0.157
AR,Humphrey city,0.117
AR,Hunter town,0.354
AR,Huntington city,0.274
AR,Huntsville city,0.314
AR,Huttig city,0.214
AR,Imboden town,0.204
AR,Jacksonport town,0.224
AR,Jacksonville city,0.187
AR,Jasper city,0.241
AR,Jennette town,0.108
AR,Jericho town,0.094
AR,Jerome town,0.041
AR,Johnson city,0.148
AR,Joiner city,0.455
AR,Jonesboro city,0.237
AR,Judsonia city,0.257
AR,Junction City city,0.265
AR,Keiser city,0.227
AR,Kensett city,0.42
AR,Keo town,0.1
AR,Kibler city,0.118
AR,Kingsland city,0.321
AR,Kirby CDP,0.21
AR,Knobel city,0.352
AR,Knoxville town,0.221
AR,Lafe town,0.213
AR,LaGrange town,0.467
AR,Lake City city,0.152
AR,Lake Hamilton CDP,0.139
AR,Lakeview city,0.194
AR,Lake View city,0.474
AR,Lake Village city,0.36
AR,Lamar city,0.242
AR,Landmark CDP,0.09
AR,Lavaca city,0.153
AR,Leachville city,0.161
AR,Lead Hill town,0.37
AR,Leola town,0.321
AR,Lepanto city,0.344
AR,Leslie city,0.528
AR,Letona town,0.159
AR,Lewisville city,0.315
AR,Lexa town,0.188
AR,Lincoln city,0.348
AR,Little Flock city,0.159
AR,Little Rock city,0.178
AR,Lockesburg city,0.176
AR,London city,0.303
AR,Lonoke city,0.194
AR,Lonsdale town,0.008
AR,Lost Bridge Village CDP,0.087
AR,Louann town,0.227
AR,Lowell city,0.122
AR,Luxora city,0.527
AR,Lynn town,0.291
AR,McAlmont CDP,0.271
AR,McCaskill town,0.225
AR,McCrory city,0.188
AR,McDougal town,0.282
AR,McGehee city,0.396
AR,McNab town,0.163
AR,McNeil city,0.482
AR,McRae city,0.22
AR,Madison city,0.418
AR,Magazine city,0.228
AR,Magness town,0.46
AR,Magnet Cove CDP,0
AR,Magnolia city,0.317
AR,Malvern city,0.274
AR,Mammoth Spring city,0.347
AR,Manila city,0.326
AR,Mansfield city,0.216
AR,Marianna city,0.356
AR,Marie town,0.196
AR,Marion city,0.109
AR,Marked Tree city,0.344
AR,Marmaduke city,0.277
AR,Marshall city,0.212
AR,Marvell city,0.437
AR,Maumelle city,0.064
AR,Mayflower city,0.085
AR,Maynard town,0.271
AR,Maysville CDP,0
AR,Melbourne city,0.294
AR,Mena city,0.185
AR,Menifee town,0.155
AR,Midland town,0.617
AR,Midway CDP,0.274
AR,Midway town,0.102
AR,Mineral Springs city,0.189
AR,Minturn town,0.076
AR,Mitchellville city,0.342
AR,Monette city,0.111
AR,Monticello city,0.392
AR,Montrose city,0.395
AR,Moorefield town,0.025
AR,Moro town,0.199
AR,Morrilton city,0.352
AR,Morrison Bluff town,0.309
AR,Mountainburg city,0.156
AR,Mountain Home city,0.158
AR,Mountain Pine city,0.25
AR,Mountain View city,0.354
AR,Mount Ida city,0.16
AR,Mount Pleasant town,0.097
AR,Mount Vernon town,0.067
AR,Mulberry city,0.3
AR,Murfreesboro city,0.303
AR,Nashville city,0.341
AR,Natural Steps CDP,0.03
AR,Newark city,0.312
AR,New Blaine CDP,0
AR,New Edinburg CDP,0
AR,Newport city,0.349
AR,Nimmons town,0.362
AR,Norfork city,0.209
AR,Norman town,0.319
AR,Norphlet city,0.201
AR,North Crossett CDP,0.158
AR,North Little Rock city,0.261
AR,Oak Grove town,0.181
AR,Oak Grove Heights town,0.097
AR,Oakhaven town,0
AR,Oden town,0.175
AR,Ogden city,0.083
AR,Oil Trough town,0.251
AR,O'Kean town,0.345
AR,Okolona town,0.245
AR,Ola city,0.187
AR,Omaha town,0.616
AR,Oppelo city,0.171
AR,Osceola city,0.379
AR,Oxford city,0.266
AR,Ozan town,0.155
AR,Ozark city,0.311
AR,Palestine city,0.155
AR,Pangburn city,0.252
AR,Paragould city,0.175
AR,Paris city,0.227
AR,Parkdale city,0.533
AR,Parkin city,0.31
AR,Patmos town,0.293
AR,Patterson city,0.322
AR,Peach Orchard city,0.102
AR,Pea Ridge city,0.139
AR,Perla town,0.227
AR,Perry town,0.254
AR,Perrytown town,0.213
AR,Perryville city,0.14
AR,Piggott city,0.267
AR,Pindall town,0.286
AR,Pine Bluff city,0.321
AR,Pineville town,0.481
AR,Piney CDP,0.275
AR,Plainview city,0.06
AR,Pleasant Plains town,0.136
AR,Plumerville city,0.275
AR,Pocahontas city,0.229
AR,Pollard city,0.163
AR,Portia town,0.279
AR,Portland city,0.281
AR,Pottsville city,0.091
AR,Powhatan town,0.263
AR,Poyen town,0.176
AR,Prairie Creek CDP,0.101
AR,Prairie Grove city,0.101
AR,Prattsville town,0.25
AR,Prescott city,0.381
AR,Pyatt town,0.332
AR,Quitman city,0.216
AR,Ratcliff city,0.134
AR,Ravenden town,0.363
AR,Ravenden Springs town,0.152
AR,Reader CDP,0
AR,Rector city,0.3
AR,Redfield city,0.183
AR,Reed town,0.438
AR,Reyno city,0.318
AR,Rison city,0.461
AR,Rockport city,0.176
AR,Rockwell CDP,0.039
AR,Roe town,0.364
AR,Rogers city,0.153
AR,Roland CDP,0.137
AR,Rondo town,0.525
AR,Rose Bud town,0.159
AR,Rosston town,0.35
AR,Rudy town,0.489
AR,Russell town,0.277
AR,Russellville city,0.262
AR,Rye CDP,0
AR,St. Charles town,0.027
AR,St. Francis city,0.422
AR,St. Joe town,0.371
AR,St. Paul town,0.189
AR,Salem city,0.291
AR,Salem CDP,0.074
AR,Salesville city,0.156
AR,Scott CDP,0
AR,Scranton city,0.116
AR,Searcy city,0.198
AR,Sedgwick town,0.262
AR,Shannon Hills city,0.092
AR,Sheridan city,0.102
AR,Sherrill town,0.56
AR,Sherwood city,0.13
AR,Shirley town,0.333
AR,Sidney town,0.453
AR,Siloam Springs city,0.202
AR,Smackover city,0.171
AR,Smithville town,0.133
AR,South Lead Hill town,0.211
AR,Southside city,0.193
AR,Sparkman city,0.235
AR,Springdale city,0.233
AR,Springtown town,0.178
AR,Stamps city,0.302
AR,Star City city,0.317
AR,Staves CDP,0
AR,Stephens city,0.279
AR,Strawberry town,0.204
AR,Strong city,0.23
AR,Stuttgart city,0.225
AR,Subiaco town,0.27
AR,Success town,0.237
AR,Sulphur Rock town,0.325
AR,Sulphur Springs city,0.43
